0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,0.0187,0.0091,0.0039,0.0014,0.0004,0.0001,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,0.0187,0.0091,0.0039,0.0014,0.0004,0.0001,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,0.0187,0.0091,0.0039,0.0014,0.0004,0.0001,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,0.0187,0.0091,0.0039,0.0014,0.0004,0.0001,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,0.0187,0.0091,0.0039,0.0014,0.0004,
0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,0.0187,0.0091,0.0039,0.0014,
0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,0.0187,0.0091,0.0039,
0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,0.0187,0.0091,
0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,0.0187,
0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0008,0.002,0.0043,0.0085,0.0158,0.027,0.0427,0.0622,0.0836,0.1032,0.117,0.1213,0.1148,0.0987,0.0767,0.0537,0.0336,
